@relation 'C__Users_frans.DESKTOP-213GP7U_Desktop_p2-weka.filters.unsupervised.attribute.StringToWordVector-R1-W1000-prune-rate-1.0-C-T-I-N1-L-stemmerweka.core.stemmers.LovinsStemmer-stopwords-handlerweka.core.stopwords.WordsFromFile -stopwords /Users/xvenve/Gits/IAO-P2/Recursos/StopWordsEN.txt-M10-tokenizerweka.core.tokenizers.CharacterNGramTokenizer -max 3 -min 1-weka.filters.unsupervised.attribute.Remove-R2-15-weka.filters.unsupervised.attribute.Remove-V-R11,18,25,28,42,69,82,87,106,136,142,168,237,270,299,304,308,366,378,404,409,412,420,499,516,550,591,636,646,689,697-698,706,770,781,823,825,829,853,855,872,886,897,930,1042,1062,1081,1085,1119,1166,1172-1173,1175-1177,1179,1187,1201,1249,1_clustered-weka.filters.unsupervised.attribute.Remove-R1'

@attribute ' b' numeric
@attribute ' d' numeric
@attribute ' f' numeric
@attribute ' g' numeric
@attribute ' n' numeric
@attribute ' w' numeric
@attribute '\'' numeric
@attribute '\'t' numeric
@attribute '. ' numeric
@attribute 'a g' numeric
@attribute abl numeric
@attribute asy numeric
@attribute 'd n' numeric
@attribute e numeric
@attribute ea numeric
@attribute eat numeric
@attribute ed numeric
@attribute fa numeric
@attribute fo numeric
@attribute gif numeric
@attribute gr numeric
@attribute h numeric
@attribute har numeric
@attribute joy numeric
@attribute l numeric
@attribute lov numeric
@attribute n numeric
@attribute nn numeric
@attribute o numeric
@attribute ood numeric
@attribute ot numeric
@attribute 'ot ' numeric
@attribute ov numeric
@attribute re numeric
@attribute ric numeric
@attribute 's y' numeric
@attribute 's!\r' numeric
@attribute 's.\r' numeric
@attribute siz numeric
@attribute sl numeric
@attribute 'sy ' numeric
@attribute 't w' numeric
@attribute tab numeric
@attribute u numeric
@attribute ' ok' numeric
@attribute bac numeric
@attribute etu numeric
@attribute gn numeric
@attribute nsw numeric
@attribute urn numeric
@attribute '\nb' numeric
@attribute '\ng' numeric
@attribute '\nn' numeric
@attribute '\nth' numeric
@attribute '\nw' numeric
@attribute '\r\ng' numeric
@attribute cen numeric
@attribute ttl numeric
@attribute nth numeric
@attribute @@class@@ {excellent,fair,good,poor,verygood}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
0.503912,0.809956,0,0.405799,0.874538,0.567336,1.320023,1.916006,0.395766,0,0,0,1.991224,0.003256,0,0,0,0,0,0,1.59498,0.100044,0,0,0.066559,0,0.050167,0,0.008181,0,0.597936,0.841976,0,0.181239,0,2.728314,0,0,0,0,0,0,0,0.140549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0,0,0.674024,0.773163,0,0.737854,0,0,0,0,1.242517,0,0,0.004473,1.10182,3.214686,0,0,0.790831,0,4.451895,0.067898,0,0,0.126814,0,0,0,0.010392,0,0,0,0,0.80179,0,0,0,0,0,0,0,0,1.451541,0.133893,0,0,0,0,0,0,0,0,0,0,0,0,0,5.441668,0,verygood,cluster2
0,0,0.632554,1.335154,0,0,0,0,0.353827,0,0,0,0,0.002574,0.517015,1.508451,0,0,0.58816,3.790356,2.260095,0.100994,0,0,0,0,0.033917,0,0.007729,0,0,0,0,0.407045,0,0,0,2.821576,0,0,0,0,0,0.157829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0,1.077079,0.296813,0,0,0,0,0,0.332052,0,0,0,0,0.002804,0,0,0,0,0,0,0,0,0,0,0.044255,0,0.04663,2.621164,0.008421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster1
0.535239,0.860309,0.304878,0.277147,0.552064,0.411342,0.358875,0.520905,0.357429,0,0.445392,0,0,0.002399,0.24919,0,0.522527,1.027893,0.28348,1.152627,0,0.08227,0,0,0.072956,0.764831,0.036146,1.346194,0.006913,0,0.598252,0.575041,0.750515,0.297342,0.612278,0,0,1.35994,0,1.409097,0,0,0.328284,0.09599,0,0,0,0,0,0,0,0,0,0,0,0,1.550158,1.230701,0,good,cluster3
0.792095,0.803276,0,0,0,0.608742,0,0,0,0,0,3.110921,0,0.004525,1.147055,0,0,0,0,0,0,0.056017,0,0,0,0,0.037624,0,0.009954,0,0,0,0,0.66149,0,0,0,0,0,0,3.142841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0.622725,0.899078,0.268053,0,0,0.555417,0,0,0.189202,0,0,0,0,0.003155,0.276463,0,0.395718,1.140392,0,0,0,0.110371,0,0,0.0904,0,0.048608,1.49353,0.009348,0,0.453065,0,0,0.385528,0,0,0,1.508781,0,0,0,0,0,0.123638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster0
0.477035,0,0.593184,0.76831,0,0,0,0,0.548863,0,0.978491,0,0,0.003273,0.547452,1.007756,0.494396,0,0.785867,0,1.509909,0.078332,0,2.776709,0.094513,0,0.051252,0,0.009255,0,0,0,0,0.398379,0,0,0,1.885019,0,0,0,0,1.143099,0.133052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0,1.049504,0.458393,0.568883,1.133187,0.685068,0.73664,0,0.512815,0,0,0,1.761218,0.003283,0.511498,0,0.461926,0,0.581883,0,0,0.099916,0,0,0.076089,0,0.047886,0,0.008926,0,0.528868,0.744719,0,0.320609,0,0,0,0,0,0,0,0.886439,0,0.144324,0,0,1.894028,0,0,1.750489,0,0,0,0,0,0,0,0,0,fair,cluster3
0.420922,0,0,0.787058,1.070177,0,0,0,0.330587,0,0,0,0,0.002964,0.304775,0,0.436241,0,0,2.234371,0,0.102979,0,3.883299,0.078041,1.482626,0.041905,0,0.007881,0,0,0,1.454875,0,1.881195,0,0,1.663286,0,0,0,0,0,0.117401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster0
0.622453,0,0.640172,0,1.080266,0,0,0,0.30844,0,0,0,0,0.0029,0,0,0,0,0.512714,0,0,0.088039,0,0,0.082216,0,0.043314,0,0.008708,0,0.738595,1.040043,0,0,0,0,0,2.459642,0,0,0,0,0,0.201557,0,3.623152,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
0,0,0,0,1.534489,0,0,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,0,0.125058,0,5.146591,0.058393,0,0.061526,0,0.007584,0,0,0,0,0,2.493175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0,0,0,0,1.482409,0,0,0,0.670854,0,0,0,0,0.003979,0.980257,0,0,0,0,0,0,0,0,0,0.056411,0,0.040573,0,0.007327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.529432,0,0.29455,0.948533,0.728154,0.472372,0,0,0.482739,0,0.860608,0,0,0.003467,0.607583,0,0.434834,0,0.345595,0,0,0.094056,0,0,0.087835,0,0.0353,0,0.009083,1.174088,0.789074,1.111125,0,0.390077,0,2.271635,0,0,0,0,0,0,1.005385,0.135859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0.484238,0.778333,0.317812,0.721869,0.840394,0.347909,0,0,0.288527,0,0.425433,0,0,0.002251,0.238024,0.438157,0.499112,0,0.396682,0,0.656485,0.066351,0,0,0.065849,0,0.031079,0,0.006128,1.160797,0.636178,0.895826,0,0.236467,0.926951,0,0,1.298999,0,1.971786,0,0,0.497002,0.100062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.417403,0.670906,0.126202,0.458893,0.494481,0.57609,1.217272,1.766863,0.364959,0,0,0,0,0.002385,0.206302,0,0.295291,0,0,0,0,0.076717,1.128183,0,0.065096,0,0.040601,0,0.007491,0,0,0,0,0.102476,0,0,0,0,0,0,0,1.133331,0,0.131995,0,0,0,0,0,1.119018,0,0,0,0,0,0,0,0,2.122269,poor,cluster0
0.552141,0.963829,0.299907,0.864211,1.04068,0.424332,0,0,0.265888,0,0,0,0,0.002994,0,0,0.556107,0,0.278858,0,0,0.082825,0,0,0.080153,0,0.039639,0,0.00764,0.947363,0.636698,0.896558,0,0.243524,0,0,0,1.337766,0,2.19695,0,0,0,0.109624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster3
0.555358,0,0.389882,0,0,0,0,0,0.436171,0,0,0,0,0.003325,0,0,0,2.62897,0,0,0,0.078549,2.199011,0,0.085162,0,0.043023,0,0.006979,0,0,0,0,0.463788,0,0,0,0,3.124682,2.273839,0,0,0,0.122753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.380553,0.484742,0.345302,0.563908,0.927056,0.463542,0.498438,0,0.236858,0,0,0,0,0.002873,0.218364,0.637101,0,0,0.393724,0,0,0.081202,0,0,0.068902,0,0.041972,0,0.008161,0.843928,0.925034,1.007809,0,0.325403,0,0,0,0,0,0,0,0.599798,0,0.13332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0.826546,0.75469,0.329627,0,0.814865,0.246313,0.839573,1.218636,0.317634,0,0.657413,0,0,0.003115,0.538837,1.57212,0.932511,0,0.418427,0,1.486148,0.083874,2.011431,0,0.070314,0,0.037526,0,0.006938,0,0.380305,0,1.107786,0.297978,1.807487,0,0,0,0,0,0,0,0.768008,0.089393,0,0,0,0,0,0,0,3.393903,0,0,0,3.393903,2.288088,0,0,good,cluster3
0.601289,0.402333,0.39747,0.468041,0.636404,0.364114,0.827402,0.600484,0.288,0.830521,0.323941,0,0,0.002546,0.4685,0,0.670591,0,0.532969,1.328717,0,0.081162,0,0,0.068933,0,0.035261,0,0.006441,0,0.689648,0.662892,1.730345,0.25274,0.705817,0,0,0,0,0,0,0.78904,0.378437,0.129174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster3
1.259238,0,0.499103,0,1.233825,0,1.174998,1.705503,0.352285,0,0.920062,0,0,0.005006,0.815878,2.380418,1.473616,0,0.585596,0,2.250245,0.100554,0,0,0.074417,0,0.049471,0,0.007695,0,0,0,0,0.405271,2.004668,0,0,0,0,0,0,0,1.07484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0,0,0.346764,0.795536,0,0.379603,0,0,0.244759,0,0,1.939927,0,0.003294,0.830423,1.043467,0.511916,0,0.644854,0,1.563414,0.090296,0,0,0.032621,0,0.023462,0,0.009583,1.382214,0,0,0,0.498733,0,0,0,0,0,0,1.959832,0,0,0.137767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.477222,0.523597,0.144289,0.262329,0.828218,0.44343,0,0,0.374804,0,0.421578,0,0,0.002726,0.471735,0.68817,0.535099,0,0,0,1.031077,0.082588,2.994978,0,0.071467,0,0.036126,0,0.007052,0,0,0,0,0.185698,0,0,0,0,0,0,0,0.647876,0.492499,0.150912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.285958,0.763429,0.39216,0.57849,0.576162,0.439529,0,0,0.336881,0,0.293277,0,0.895481,0.002422,0.260068,0.758778,0.545336,0,0.43342,0,0,0.074423,0,0,0.06862,0,0.031139,0,0.006341,1.268302,0.2689,0,0.783276,0.310321,1.012798,1.22696,0,0,0,0,0,0.450705,0.342614,0.134249,0,0,0,0,0,0,4.232362,0,0,0,0,0,2.564192,2.035763,0,good,cluster3
0,0,0,0,1.384873,0.898404,0,0,0.395413,0,0,0,3.153197,0.003717,0,0,0,0,0,0,0,0.089443,3.159657,0,0.083527,0,0.061818,0,0.012124,0,0.94686,1.333309,0,0.287001,0,0,0,0,0,0,0,1.587037,0,0.222565,0,0,3.390973,0,0,4.967256,0,0,0,0,0,0,0,0,0,poor,cluster0
0,0,0.636991,0.917776,0,0.809557,0,0,0.356308,0,0,0,0,0.004305,0,0,0.745223,0,0.592284,0,0,0.080597,0,0,0.110264,0,0.043099,0,0.010925,2.012164,0,0,0,0.258618,2.027565,0,0,0,0,0,0,0,0,0.158936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0.810746,0,0.569174,1.034809,0,0,0,0,0,0,0,0,0,0.003777,0.587032,0,0,0,0.667811,0,0,0.090875,0,0,0.053543,0,0.048595,0,0.010188,0,0,0,0,0.462169,0,0,0,3.203688,4.561603,0,0,0,0,0.113065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.143101,0.230012,0.347543,0.512762,0.697211,0.394261,0.969,0.86239,0.388804,0,0.293528,0,0.896246,0.00233,0.381318,0.479145,0.470129,1.073679,0.186823,0,0.717897,0.070452,0,0,0.066798,0,0.034865,0,0.006395,0,0.26913,0.378972,0,0.282205,0,0,0,0,0,0,0,0.45109,0,0.113393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0.501208,0.596222,0.309102,0.297079,0.488393,0.338374,0.60971,0.6041,0.314914,0,0.477423,0,0,0.001898,0.412409,0.867613,0.493984,0,0.367395,0,0.736711,0.056678,0.997103,0,0.050974,0,0.027893,0,0.004971,0,0.487328,0.420756,0.80449,0.261999,0.448002,0,0,0.627816,0,0,0,0.315986,0.380716,0.112722,0,0,0.675158,2.790722,0,0.623992,0,0,0,0,0,0,1.797739,0,0,good,cluster3
0.31046,1.581835,0.34545,0,0,0.378164,0.813265,1.18045,0.243831,0,0,0,0,0.003465,0,0,0.808292,0,0,0,0,0.104397,1.948403,0,0.051507,0,0.03812,0,0.009854,0,0.583881,0.822185,0,0.176979,0,2.664184,0,0,0,0,0,0,0,0.192648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0.61601,0.75117,0.388226,0.212476,0.457907,0.35916,0.436075,0,0.337965,0,0.541203,0,0,0.002495,0.493838,0.88344,0.433408,0,0.344462,0,0.835129,0.069047,1.044738,0,0.062468,0,0.03672,0,0.006066,0,0.313078,0.440857,0,0.31524,0,0,0,0,0,0,0,0,0.398904,0.143756,0,0,0,3.163538,0,0,0,0,0,0,0,0,1.883623,0,0,verygood,cluster3
0.68607,0,0.481647,0,0,0.527259,0,0,0,0,0,0,0,0.004433,0.787343,1.449349,0,0,0,0,0,0.0769,0,0,0.071814,0,0.053149,0,0.005885,0,0,0,0,0.637852,0,0,0,0,0,0,0,0,0,0.095677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.793771,0.608738,0.335502,0.483392,0.657276,0.515535,0.625938,0,0.375334,0,0,0,0,0.003087,0.822663,1.600143,0.392508,0,0,0,1.756119,0.084901,0,0,0.079286,0,0.031864,0,0.008008,0,0.44939,0.632803,0,0.488322,0,0,0,0,0,0,0,0,0,0.158448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0.275376,0.513867,0.334396,0.408056,0.378738,0.402879,1.012557,0.523525,0.374097,0,0.655769,1.358455,0,0.00216,0.546634,0.92204,0,0.651791,0.359512,0,1.011917,0.065559,0,0,0.071402,1.537356,0.029585,0,0.005958,0,0.258949,0.364636,1.336032,0.30665,0,0,0,0,0,0.893513,1.372394,0.687915,0.766087,0.109104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.230299,1.039191,0.559315,0.465893,1.122052,0.654939,0,0,0.361747,0,0.748716,0,1.442367,0.002976,0,0,0,0,0.601325,0,0,0.092541,1.445322,0,0.038208,0,0.047278,1.427788,0.008392,1.021439,0.866244,1.219791,0,0.339361,0,0,0,0,0,0,0,1.685623,0.87467,0.080681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster3
0,0,0.441893,0.506889,0,0.48374,1.040313,0,0.494356,0,0.814599,2.472111,0,0.003185,0.911514,1.329723,0,0,0.518472,0,1.992309,0.089028,0,0,0.116701,0,0.037728,0,0.005399,0,0,0,0,0.358817,0,0,0,0,0,0,2.497477,0,0.951636,0.139129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0,1.481663,0.948054,0,0,0.708433,1.523528,2.211392,0.45678,0,0,0,0,0.003323,0,0,0,0,1.203457,0,0,0.130381,0,0,0.060879,3.246928,0.055252,0,0.012896,0,0,0,3.186152,0,0,0,0,0,0,0,0,0,0,0.203753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0,1.076195,0.470051,0,1.702308,0.649309,1.106604,0,0,0,0,0,0,0.003119,0,0,1.099836,0,0.55151,0,0,0.094701,0,0,0,0,0.040132,0,0.011487,0,1.259224,1.773161,0,0,0,0,0,0,0,0,0,1.331636,0,0.093374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster1
0.411144,0.501354,0.378928,0.283626,0.447727,0.34902,0.461303,0,0.202616,0,0,0,0,0.001983,0.485467,0.589635,0.471779,1.221242,0.435161,0,0.816563,0.057833,0,0,0.059654,0,0.028812,0,0.005459,0,0.331191,0.466362,0,0.258887,0.787031,0,0,0,0,0,0,0.700472,0,0.100382,1.445312,0,0,2.111443,0,0,0,0,0,0,0,0,0,0.998107,0,good,cluster3
0,0,0.444745,0,1.099448,0.486863,1.6595,2.408754,0,0,0,0,0,0.003425,0,0,0,0,0.521818,0,0,0.104025,2.508445,0,0.083676,0,0.063069,0,0.011861,0,0.75171,0,0,0.227849,0,0,0,0,0,0,0,1.259945,0,0.205136,0,0,0,0,0,2.488068,0,0,0,0,0,0,0,0,0,poor,cluster1
0.364931,0,0.53696,0.293878,0,0.457406,0.60314,0,0.180832,0,0,0,0,0.003054,0.741797,0.770931,0.599452,1.089944,0.476429,0,1.155077,0.08928,0,0,0.076398,0,0.04047,0,0.00752,0,0,0,0,0.339283,1.02902,0,0,0,0,0,0,0.725791,0,0.131555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0.624719,0,0.695127,0,0,0.760956,0,0,0,0,2.031001,0,0,0.005353,1.136317,0,0,0,0.815591,0,0,0.070023,0,0,0.130784,0,0.059348,0,0.010717,0,0,0,0,0.712248,0,0,0,0,0,0,0,0,1.496987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.752245,0,0,0.760893,0,0.458146,0,0,0.4682,0,0,0,0,0.003717,0.431643,0,0,0,0,0,0,0.126476,0,0,0.101771,0,0.035732,0,0.009057,0,0.707372,0.996077,0,0.339832,0,0,0,0,0,0,0,0,0,0.131768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.550324,0.731605,0.537666,0.580959,0.955086,0,0.813892,0,0.244019,0,0.637304,0,0,0.002748,0,0,0.644014,2.154678,0.718466,0,0,0.051019,0,0,0.07593,0,0.033381,0,0.007499,1.378037,0.85603,0.822818,0,0,1.752199,0,0,1.227737,0,0,0,0,0.469737,0.155334,4.041672,0,0,0,0,0,0,0,0,0,0,0,3.515604,0,0,good,cluster3
0.592696,0,0.416095,0.756497,1.028623,0.287388,0,0,0,0,0,0,2.342057,0.002761,0,0,0.614267,0,0.773784,0,0,0.083831,2.346855,0,0.039143,0,0.035525,0,0.009005,1.65857,0.703286,0.990323,0,0.213172,0,0,0,2.342057,0,0,0,0,0,0.082656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster3
0.385804,0.982861,0.760369,0.780478,1.06123,0,1.010633,0,0.303005,0,0,0,0,0.003306,0,0,0,2.894663,0.798313,0,0,0.043244,0,0,0.080768,0,0.042551,0,0.009928,1.711147,0.72558,1.021716,0,0,1.724244,0,0,0,0,0,0,0,0,0.198005,5.018657,0,0,0,0,0,0,0,0,0,0,0,4.365422,0,0,verygood,cluster3
0,0,0.824474,0.645569,0,0,0,0,0.397238,0,0,0,0,0.004799,0.580448,1.693525,0,3.79489,1.046585,0,2.537389,0.089856,0,0,0.052943,0,0.055784,0,0.006876,0,0,0,0,0.456986,2.260476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.398985,0.697282,0.280102,0.532787,0.655846,0.313936,0.621155,0.901603,0.296798,0,0.209475,0.635705,0,0.00195,0.272126,0,0.47094,0,0.344641,0,0,0.066178,0,0,0.059377,0,0.029214,0,0.005894,0,0.608825,0.759252,0.559458,0.201394,0.456412,0,0,0,0,1.050386,0.642227,0.510227,0.244714,0.113866,0,1.493285,0.687832,1.22446,0,1.47606,0,0,0,0,0,0,0,0,0,fair,cluster3
0.471469,0.713363,0.218142,0.45528,0.676751,0.306847,0.659893,0.896324,0.280147,0.699899,0.272993,0,1.577725,0.001771,0.223754,0,0.320272,0.630024,0.254544,0,0,0.060484,0.526986,0,0.047396,0,0.025764,0,0.004875,0.59029,0.315845,0.444754,0,0.187014,0,0,0,0,0,0,0,0.614603,0.201215,0.100083,0,1.798762,1.131132,0,1.713598,0.828468,0,0,0,1.307854,0,0,0,0,0,good,cluster3
0,1.673599,0.498971,0,0,0.546224,1.174688,1.705053,0,0,0.919819,0,0,0.002974,0.514626,0,0,0,0.585442,0,0,0.050264,0,0,0.10899,0,0.059798,0,0.012193,0,0,0,0,0.51126,0,0,0,0,0,0,0,0,1.074557,0.1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
0.596365,0.854548,0.212024,0.551495,0.715565,0.380588,0.681448,0.989118,0.323824,0.684017,0,0,1.629259,0.002321,0.236587,0,0.33864,0.615727,0.16981,0,0,0.078109,0,0,0.055651,0,0.03288,0,0.006163,0.576895,0,0,0,0.22244,0,0,0,0,0,0,0,0.649853,0,0.126279,0,1.901928,0.876059,0,1.674711,0.809667,0,0,0,0,0,0,0,0,0,verygood,cluster3
0,0,0,0,0,0,0,0,0.347198,0,0.906778,2.75185,0,0.004195,1.177983,0,0,0,0,0,0,0,0,0,0.092548,2.467988,0.033282,0,0.009802,0,0,0,2.421793,0.39942,1.975724,0,0,0,0,0,2.780087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.98853,0,0.298883,0,1.171073,0.51858,0,0,0,0,0,0,0,0.004207,0.774383,0,0.699334,0,0,0,0,0.09544,0,0,0,0,0.020222,0,0.003652,0,0,0,0,0.563516,0,0,0,0,0,0,0,0,0,0.094103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.381896,0.306918,0.212468,0.684207,0.52524,0.55872,0,0,0.387662,1.004167,0.391671,0,0,0.002727,0.34732,1.013346,0.497139,0,0.249289,0,1.403344,0.085612,0,0,0.079949,0,0.037073,1.183824,0.00683,1.342316,0.71823,1.011367,1.046063,0.345049,0,0,0,0,0,0,0,0,0.457561,0.084412,0,0,0,0,0,0,0,0,0,0,0,0,0,1.715344,0,good,cluster3
0.614341,1.077636,0,0.392062,0,0.345832,1.015353,1.473779,0.15221,0,0,0,0,0.002538,0.222411,0,0.504572,0,0,0,0,0.088792,0,0,0.079256,0,0.040434,0,0.007413,0,0,0,0,0.256523,0,0,0,0,0,0,0,0,0,0.142302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0,0,0,0.564206,0,0.788801,0,0,0.347173,0,0,0,0,0.004194,0.507293,1.480085,0.726117,0,0,0,2.217594,0.099095,0,0,0.092541,0,0.033279,0,0.003792,0,0,0,0,0.585097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0.701357,1.127316,0.621313,0,0,0,0,0,0,0,0,0,0,0.003548,0,0,0,0,0.577707,0,2.219931,0.078614,0,0,0,0,0.066629,0,0.011387,0,0,0,0,0.399812,0,0,0,0,0,0,0,0,0,0.195619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.668388,1.600632,0.404176,0,0.791814,0.734896,0.754061,1.094516,0.524943,0,0,0,1.80287,0.003289,0.660702,0.963838,0.74945,0,0,0,0,0.064531,0,0,0.077889,0,0.052059,0,0.011321,0,0.541376,0.762331,0,0.460674,0,0,0,0,0,0,0,0.907403,0,0.147737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.40049,0,0.363019,0.599889,0.499438,0.23634,0.623499,0.617762,0.416225,1.251698,0.630794,0,0,0.001962,0.11764,0.343229,0.603654,0,0.479769,0,1.028512,0.060729,0,0,0.056712,0,0.024346,0,0.005543,1.276374,0.305561,0.430272,1.311104,0.228301,0,0,0,0,0,1.544594,0,0,0.736911,0.099521,0,0,0,0,0,0,0,0,0,0,0,0,0,1.459538,0,good,cluster3
0.787209,1.265309,0.377242,0,0.932576,0.260554,0,0,0.42203,0,0.695421,0,0,0.00307,0.389078,0,0,0,0,0,0,0.060231,0,0,0.112494,0,0.04521,2.101906,0.012127,0,1.010599,1.423062,0,0.386534,0,2.909374,0,0,0,0,0,0,0,0.149876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0.484963,0,0.443383,0.739686,0.444662,0.24847,0.671171,0.614652,0.529419,1.347402,0.663169,0,0,0.002565,0,0,0.616566,0,0.545543,0,0.810974,0.074063,0,0,0.07188,0,0.027527,0,0.007277,1.433963,0.304023,0.428106,1.568586,0.258703,0,0,0,0,0,1.662692,0,0,0.774731,0.12361,0,0,0,0,0,0,0,0,0,0,0,0,0,1.452191,0,verygood,cluster3
0.531633,0,0.706439,0.856245,0,0.723679,0,0,0.526874,0,0.688017,0,0,0.003995,0.61011,1.123096,0.550981,1.587835,0.694064,0,1.682722,0.105548,0,0,0.07022,1.872586,0.050505,0,0.009953,1.487694,0,0,1.837535,0.494269,0,0,0,0,0,0,0,0,0.80376,0.07414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0,0,0.6482,0.743541,0,1.039523,1.526006,0,0,0,0,0,0,0.004301,0.668537,0,0,0,0.760532,0,0,0.103492,0,0,0.096647,0,0.027671,0,0.012917,0,0,0,0,0.771072,0,0,0,0,0,0,0,1.836326,0,0.128763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster2
0.306792,0.493118,0.407668,0.573653,0.532437,0.345406,0,0,0.152023,0,0,0,0,0.002789,0.352079,0,0.635914,0,0,0,0,0.07778,0,0,0.074975,0,0.034023,0,0.006924,0,0.364036,0.512612,1.060395,0.381721,0,0,0,1.921446,0,0,0,0,0,0.135623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.713674,1.147113,0.501026,0.392307,0,0.374391,0,0,0.241398,1.616373,0,0,0,0.00343,0.559069,1.02914,0.504887,0,0.636001,0,1.541949,0.119183,0,0,0.064346,1.71593,0.029199,0,0.010994,0,0,0,1.683812,0.406833,0,0,0,0,2.740958,0,0,0,0.73652,0.157747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster2
0,0,0.570817,0.518897,0,0.312437,0,0,0,0,0,0,0,0.003858,0.466554,0,0,0,0,0,0,0.117793,0,0,0.085109,0,0.038621,0,0.008097,0,0,0,0,0.538111,0,0,0,2.546189,0,0,0,0,0,0.17972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0.301103,0,0.490822,0,0.828244,0.462808,0,0,0.236482,0,0,0,0,0.00336,0.6911,1.008182,0,0,0.3931,0,0,0.087243,0,0,0.073182,1.680985,0.042907,0,0.008187,0,0,0,1.649521,0.398548,0,0,0,0,0,0,0,0,0,0.17204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.688241,0.624552,0.444895,0,0.674351,0.528928,0,0,0.385085,0,0,0,1.53542,0.002862,0,0,0.402705,0,0,0,0,0.087107,0,0,0.072041,0,0.040285,0,0.006309,0,0.461065,0,0,0,0,0,0,0,0,0,0,0,0,0.125821,0,2.261737,0,0,0,0,0,0,0,0,0,0,0,0,2.894257,fair,cluster0
