@relation 'C__Users_frans.DESKTOP-213GP7U_Desktop_p2-weka.filters.unsupervised.attribute.StringToWordVector-R1-W1000-prune-rate-1.0-C-T-I-N1-L-stemmerweka.core.stemmers.LovinsStemmer-stopwords-handlerweka.core.stopwords.WordsFromFile -stopwords /Users/xvenve/Gits/IAO-P2/Recursos/StopWordsEN.txt-M10-tokenizerweka.core.tokenizers.CharacterNGramTokenizer -max 3 -min 1-weka.filters.unsupervised.attribute.Remove-R2-15-weka.filters.unsupervised.attribute.Remove-V-R11,18,25,28,42,69,82,87,106,136,142,168,237,270,299,304,308,366,378,404,409,412,420,499,516,550,591,636,646,689,697-698,706,770,781,823,825,829,853,855,872,886,897,930,1042,1062,1081,1085,1119,1166,1172-1173,1175-1177,1179,1187,1201,1249,1_clustered-weka.filters.unsupervised.attribute.Remove-R1'

@attribute ' b' numeric
@attribute ' d' numeric
@attribute ' f' numeric
@attribute ' g' numeric
@attribute ' n' numeric
@attribute ' w' numeric
@attribute '\'' numeric
@attribute '\'t' numeric
@attribute '. ' numeric
@attribute 'a g' numeric
@attribute abl numeric
@attribute asy numeric
@attribute 'd n' numeric
@attribute e numeric
@attribute ea numeric
@attribute eat numeric
@attribute ed numeric
@attribute fa numeric
@attribute fo numeric
@attribute gif numeric
@attribute gr numeric
@attribute h numeric
@attribute har numeric
@attribute joy numeric
@attribute l numeric
@attribute lov numeric
@attribute n numeric
@attribute nn numeric
@attribute o numeric
@attribute ood numeric
@attribute ot numeric
@attribute 'ot ' numeric
@attribute ov numeric
@attribute re numeric
@attribute ric numeric
@attribute 's y' numeric
@attribute 's!\r' numeric
@attribute 's.\r' numeric
@attribute siz numeric
@attribute sl numeric
@attribute 'sy ' numeric
@attribute 't w' numeric
@attribute tab numeric
@attribute u numeric
@attribute ' ok' numeric
@attribute bac numeric
@attribute etu numeric
@attribute gn numeric
@attribute nsw numeric
@attribute urn numeric
@attribute '\nb' numeric
@attribute '\ng' numeric
@attribute '\nn' numeric
@attribute '\nth' numeric
@attribute '\nw' numeric
@attribute '\r\ng' numeric
@attribute cen numeric
@attribute ttl numeric
@attribute nth numeric
@attribute @@class@@ {excellent,fair,good,poor,verygood}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
0.398366,0.57968,0.325334,0.460317,0.691363,0.347827,0.592794,0.58734,0.346252,0,0.51676,0.961564,0,0.001949,0.413883,0.326326,0.654374,0,0.328905,0,0.488931,0.058906,0,0,0.058709,0,0.028746,0.604228,0.005255,0,0.290513,0.409083,0.78217,0.269899,1.011368,0,0,0,0,1.002427,0,0,0.467081,0.109595,0,0,0,0,0,0,0,0,0,0,0,0,0,1.387662,0,good,cluster3
0,0,0.519087,0,0,0.812975,0,0,0.580715,0,0.653187,0,0,0.003864,0,0,1.046176,0,0.415737,0,0,0.092267,0,0,0.066666,0,0.035121,0,0.009074,0,0,0,0,0.287717,0,0,0,0,0,0,0,1.591,0.76307,0.070387,4.142398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
0.444505,0.668588,0.384918,0.530918,0.815132,0.42137,0.615178,0.563374,0.41718,0,0.481704,0.922328,0,0.00252,0.439547,0,0.771521,0,0.306593,0,0,0.072947,0,0,0.073746,0,0.0361,0,0.00667,0,0.278659,0.392391,0.811704,0.312554,1.049557,0,0,0,0,0.961524,0,0,0.355049,0.133866,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33104,0,verygood,cluster3
0.410568,0.966767,0.288234,0.330629,0,0.31553,0,0,0.406893,0,0.53134,1.61249,0,0.003143,0.690257,0,0,1.226249,0,0,1.299528,0.04602,0,0,0.05423,0,0.048072,0,0.007966,0,0,0,0,0.342872,0,0,0,0,0,0,1.629035,0,0.983827,0.09075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0,2.17302,0.64787,0,0,0,0,0,0,0,1.194304,0,0,0.004299,0,0,0.956428,0,0.760144,0,0,0.130526,0,0,0.060947,0,0.027657,0,0.014021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster1
0.277792,0.974567,0.345428,0.44741,0.706274,0.582148,0,0,0.355826,0,0.359507,1.729218,0,0.002811,0.564668,0.586846,0.456313,0.829684,0.362666,0,1.288099,0.088867,0,0,0.086234,0,0.037659,0,0.007448,0,0.329624,0.464156,1.406607,0.35818,0,0,0,0,0,0,1.746962,0,0.419985,0.138882,0,0,1.180478,0,0,1.091015,0,0,0,0,0,0,0,0,0,good,cluster3
0.845991,0.58563,0.405412,0,0,0.650162,1.512734,0,0.453544,0,0.747349,0,0,0.003851,0,0,0.598495,1.724763,0,0,0,0.129457,0,0,0.088554,0,0.044737,0,0.008774,0,0,0,0,0,0,0,0,0,0,3.747498,0,1.148516,0.873073,0.127643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0,1.187742,0.518771,0,0,0.831957,0,0,0,0,0,2.902198,0,0.004424,0.84803,0,0.765844,0,0.608673,0,0,0.135086,0,0,0.146406,0,0.0351,0,0.012677,0,0,0,2.554108,0.265774,0,0,0,0,0,0,2.931977,0,0,0.163334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0.664272,0,0.385707,0.302012,0.650866,0.510507,0,0,0.371674,0,0.769261,0,0,0.002818,0.430391,0.792268,0.38868,0,0.489615,0,1.187046,0.079566,0,0,0.088792,0,0.038882,0,0.008119,0,0.445007,0.626631,0,0.313194,0,0,0,1.481947,0,0,0,0.745879,0.898671,0.121439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster3
0.36261,0.582837,0.41518,0.462824,0.62931,0.60825,0.949876,0.869888,0.504431,0,0,0,1.432866,0.003378,0,0,0.59564,0,0.298682,0,0,0.071991,0,0,0.047895,0,0.046967,0,0.007667,0,0.430269,0.605878,0,0.302821,0,0,0,0,0,0,0,1.442353,0,0.117417,2.976063,0,1.540915,0,0,2.257204,0,0,0,0,0,0,0,0,0,fair,cluster3
0.461507,0,0.463808,0,0.982194,0.507731,0.467682,0,0.393645,0,0.36621,0,0,0.002616,0.20489,0,0.758092,0,0.654349,0,0,0.076192,0,0,0.052464,0,0.034663,0,0.007198,0,1.064368,1.097834,0,0.236314,0,0,0,0,0,0,0,0.562787,0.427817,0.136518,0,0,0,0,0,0,5.284879,0,0,0,0,0,0,1.603838,0,good,cluster3
0.346339,0,0,0,0,0,0,0,0,0,0,0,0,0.001979,0,0,0.568912,0,0,0,0,0.03882,0,0,0.057459,0,0.042525,0,0.006898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
0.35577,0,0.579933,0,0.978615,0.706771,0,0,0.442865,0,0,0,0,0.003869,0,0,0.584403,0,0.736165,0,0,0.103082,0,0,0.03724,0,0.043683,0,0.009674,0,1.338189,0.942177,0,0.321443,0,0,0,0,0,0,0,0,0,0.157275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster0
0.762353,0.971073,0.621349,0.771117,0,0.464302,0,0,0.773863,0,0.781867,0,0,0.004029,0.874887,2.552584,0.626138,0,0.497638,0,2.801401,0.119945,0,0,0.119698,2.128017,0.028697,0,0.008452,0,0,0,2.088185,0.651874,0,0,0,0,0,0,0,0,0.913397,0.19563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.484396,0.477388,0.394664,0.82742,0.515453,0.516282,0,0,0.380438,0,0.384373,0,0,0.002723,0.215051,0,0.61563,0,0.387751,0,0,0.090778,0,0,0.080175,0,0.035604,0,0.007727,0,0.558578,0.786555,1.026571,0.248034,0,0,0,0,0,0,0,0.936236,0,0.161822,0,0,0,0,0,1.166479,0,0,0,0,0,0,0,0,0,fair,cluster3
0.544364,0.536488,0.234323,0,0.579266,0.513026,0.551647,0.800713,0.464318,0,0.684637,0,0,0.002682,0,0,0.691844,0,0,0,0,0.084621,1.321624,3.079305,0.056981,0,0.040012,0,0.007226,0,0.627729,0,1.153659,0.120047,0,0,0,0,0,0,0,1.052141,0.799811,0.161028,2.739401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0,0,0,0,1.557971,1.010697,0,0,0,0,0,0,0,0.001618,0,0,0,0,0,0,0,0.063486,0,0,0.059287,0,0.080711,3.511467,0.016807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
0.843311,0,0,0,0,0.408907,0,0,0.662325,0,1.091379,0,0,0.003929,0,0,0,0,0,0,0,0.094525,0,4.908716,0.055694,0,0.058683,0,0.004564,0,0,0,0,0,0,0,0,0,0,0,0,1.677216,1.274977,0.186401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0,1.107113,0.483555,0.879145,0,0.529348,1.138396,0,0,0,0.891401,0,0,0.003724,0,0,0.713855,0,0.567354,0,0,0.077205,0,0,0.117588,0,0.04793,0,0.009636,0,0,0,0,0,0,0,0,0,0,0,0,0,1.041358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.388555,0.484344,0.330622,0.363994,0.522963,0.396419,0.789358,1.0147,0.284253,0.499907,0,0,0.595364,0.001882,0.345814,0,0.594518,1.349994,0.288161,0,0.476889,0.061032,0,0,0.057527,0,0.026105,0,0.005357,0,0.618474,0.251746,0.520764,0.187465,0,0,0,0,0,0,0,0.599306,0,0.098764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0.428445,0.47008,0.410635,0.661178,0,0.329269,0,0,0.434761,1.537998,1.062552,1.820521,0,0.002766,0.491689,0,0,0,0.559349,0,0,0.08273,0,0,0.082047,0,0.035059,1.813165,0.007058,1.636804,0,0,1.480876,0.166718,0.824666,0,0,0,0,0,1.839201,0,1.241301,0.1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.381521,0.613233,0.392382,0,0.970002,0.4782,0,0,0,0,0.493749,0,1.507593,0.002063,0,0,0.918105,0,0.729687,0,0,0.062648,0,0,0.079871,0,0.039555,0,0.00844,0,0.717526,1.010375,0,0.217488,0,2.065658,0,0,0,0,0,0,0.576811,0.159618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster3
0.512095,0.519324,0.35951,0.653621,0,0.393556,0,0,0.507511,1.699114,1.325465,2.011233,0,0.003606,0.587688,0,0,0,0.421813,0,0,0.101669,0,0,0.094944,0,0.043085,2.003106,0.008314,1.43302,0,0,1.770005,0,0,0,0,0,0,0,2.03187,0,1.548443,0.142831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster3
0,1.108418,0.484125,0.880181,0,0.529972,0,0,0,2.288066,0.892451,0,0,0.003728,0,0,1.132767,0,0.568023,0,0,0.048768,0,0,0.117726,0,0.047987,0,0.01183,1.929739,0,0,0,0.248024,0,0,0,0,0,0,0,0,1.042585,0.152425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.657195,0,0.461376,0,0,0,0,0,0,0,0,0,0,0.003754,0.475851,0,0,0,0.541331,0,0,0.073664,0,0,0.068792,0,0.065427,2.570678,0.012304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster1
0.345379,0,0.40798,0.379711,0.599405,0.36237,0.779299,0.896414,0.404144,1.239816,0.788694,2.149944,0,0.002499,0.611967,0.996097,0.631605,1.634967,0.388388,1.251469,0.74622,0.066691,0,2.175032,0.070432,0.830418,0.037079,0,0.006134,0,0.44339,0,1.44334,0.313774,1.329566,0,0,0,0,0,2.172004,0,0.921373,0.109219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0,0,0,0.702687,0,0.61983,0,0,0.432385,0,0,0,0,0.003296,0,0,0.570574,0,0,0,0,0.061709,0,0,0.084422,1.939174,0.046319,0,0.009445,0,0,0,1.902877,0.198009,0,0,0,0,0,3.572665,0,1.094934,0,0.121688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0.236521,0,0.466152,0,0.650599,0.422061,0.619579,0.899316,0.431323,0,0.768946,2.333565,0,0.003212,0.70165,0.791943,0.61579,1.774605,0.308786,0,0,0.074426,0,2.182073,0.085648,0,0.047724,0,0.007508,0,0.444825,0,1.295726,0.348531,1.057067,0,0,0,0,0,2.357509,0,0.898303,0.121389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster3
0,0,0.438822,0,0.740495,0,0,0,0.211428,0,0,1.675752,0,0.003266,0.617881,0.90137,0.442204,0,0.557039,0,1.350512,0,0,0,0.056357,0,0.048685,0,0.008545,0,0,0,0,0.30692,0,0,0,0,2.400661,0,1.692947,0,0,0.09431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.46169,0.74209,0.268078,0.542603,0.801261,0.379166,0.682807,0.625309,0.446829,0,0,0,1.029999,0.00241,0.299135,0,0.698314,0,0.214704,0,0,0.068213,0,0,0.059552,0,0.034836,0,0.006551,0,0.490219,0.690296,0,0.346914,0,1.411273,0,1.029999,0,1.691519,0,0.518409,0,0.148582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0.423334,0,0.442791,0.805033,0,0.325341,0,0,0.370145,1.51965,0,0,0,0.002772,0,0,0.598973,0,0.552676,0,0,0.089761,1.144213,0,0.057253,1.61325,0.037429,0,0.006974,0,0.543465,0.765273,1.463209,0.207864,0,0,0,0,0,0,0,0,0,0.104171,0,0,0,0,0,0,0,4.482807,0,0,0,3.059992,0,0,0,good,cluster3
0,0.823291,0.35959,0,0,0,0,0,0,0,0,0,0,0.002769,0.370872,0,0,0,0,0,0,0.101691,2.028154,0,0.053615,0,0.03968,0,0.004394,0,0,0,0,0.368446,0,0,0,0,0,0,0,0,0,0.071431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
0,0,0.641376,1.166077,0,0.479268,0,0,0.489786,2.06916,0,0,0,0.004029,0,0,0,0,0.814161,0,0,0.123811,0,0,0.041185,2.196607,0.052468,0,0.010125,0,0.739984,1.041999,2.155491,0.224295,0,0,0,0,0,0,0,0,0,0.086969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0,0,0,0.71547,0,0,0,0,0.44025,0,0,2.201547,0,0.003202,0.643298,0,0,0,0,0,0,0.062831,0,0,0.103929,0,0.033599,0,0.008517,1.568621,0,0,0,0.319545,1.580627,0,0,0,0,0,2.224136,0,0,0.156346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.317461,0,0.22287,0.717701,0.550953,0.243975,0.831605,0.761576,0.441623,0,0.410845,0,0,0.002689,0,0,0.85049,0,0.261492,0,0,0.083078,0,0,0.069647,0,0.039673,0,0.008346,0,0.75339,0.530438,0,0.265116,0,0,0,0,0,0,0,0,0.47996,0.14034,0,0,0,0,0,0,0,0,0,0,0,0,2.266371,0,0,fair,cluster3
0.166955,0.753363,0.371544,0.675499,0.459244,0.297924,0.69318,0.634808,0.415655,1.755987,0.684916,0,0,0.002465,0.303679,0.88602,0.434674,0,0.506101,0,1.227014,0.076492,0,0,0.074237,0,0.035874,0,0.006885,0.740493,0.627985,0.442145,0,0.267186,1.182638,0,0,0,0,0,0,0,0.800137,0.127663,0,0,0,0,0,0,0,0,0,2.600362,0,0,0,1.499812,0,good,cluster3
0.703685,0.422014,0.270029,0.593572,0.455663,0.550218,0.433938,0,0.390307,0,0,0,0,0.002583,0,0,0.703395,0,0.342774,1.393714,0,0.080249,0,0,0.054966,0,0.031474,0,0.006903,0,0.311544,0.438697,1.607394,0.299341,0,0,0,1.037493,0,0,0,0.827638,0,0.126668,0,0,0,0,0,1.031174,0,0,0,0,0,0,0,0,0,poor,cluster3
0,0.77047,0.336519,0.772032,0,0.368388,0,0,0.475055,1.590454,0.62035,0,0,0.003289,0.347077,1.012638,0.496791,0,0.394837,0,1.517224,0.078712,0,0,0.081832,0,0.040329,0,0.008223,0,0.568786,0,0,0.344808,1.351645,0,0,0,0,0,0,0,0.724709,0.155217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0.521107,0.663778,0.607642,0.665123,0,0.317374,0.682533,0,0.409271,2.171735,0.847076,0,0,0.003319,0.473928,1.382738,0.427997,0,0.539143,2.192147,1.307123,0.092577,0,0,0.08182,1.454608,0.031992,0,0.006705,0,0,0,1.427381,0.416976,0,0,0,0,2.323532,0,0,0,0.989577,0.09128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.438251,0,0.347952,0.529384,0.67359,0.212501,0,0,0,0.727051,0.65846,0,0,0.002262,0.317322,0.462912,0.359946,0.654466,0.466569,0,1.01607,0.063341,0.867656,0,0.065463,0,0.034463,0,0.006727,1.423783,0.520024,0.732265,0,0.307909,0.617883,0,0,0,0,1.79436,0,0,0.525082,0.122235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0.452975,0.845279,0.504027,0.811553,1.245999,0,0.593296,0.861165,0.413026,0,0,0,2.248267,0.002644,0.603517,1.201953,0,0,0.468653,1.905536,1.664538,0.040237,0,0,0.055047,1.264426,0.03981,0,0.006721,1.592151,0,0,1.240759,0.40927,1.604337,0,0,0,0,0,0,0,0,0.11624,0,0,0,0,0,0,0,3.80129,0,0,0,3.80129,0,0,0,good,cluster2
0,1.383464,0.604257,0.693134,0,0,2.254695,2.064829,0,0,0,0,0,0.003102,0,0,0,0,0.708973,0,2.724341,0.096476,0,0,0.090095,0,0.05159,0,0.013077,0,0,0,0,0,0,0,0,0,0,5.585558,0,0,0,0.120034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
0,0,0.758907,0.941833,1.876085,0,0,0,0.579538,0,0,0,2.915841,0.003733,0.846827,1.558847,0,0,0.607809,0,2.335603,0,0,0,0.048733,0,0.057165,0,0.007987,2.064906,0,0,0,0.616233,2.080711,0,0,0,0,0,0,0,0,0.102906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0,0,0,0,0,0,0.915035,0,0.434824,0,0,0,0,0.003163,0,0,0,0,0,0,0,0.039153,0,0,0.073128,1.950115,0.038526,0,0.006957,0,0,0,1.913613,0,0,0,0,0,0,0,0,0,0,0.07721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.617684,0.693955,0.3031,0.551061,0.749288,0.528792,0.772008,1.120565,0.523533,0,0,0,0,0.002631,0.338213,0,0.484104,0.880214,0.384754,0,0,0.074717,0,0,0.072023,0,0.039953,0,0.007497,0.824701,0.349699,0.492425,0,0.29757,0,0,0,0,0,1.912496,0,0.928999,0,0.13653,0,0,1.252373,0,0,1.157462,0,0,0,0,0,0,0,0,0,fair,cluster3
0,1.037262,0.547761,0.562247,0,0,0,0,0,0,0.570085,0,0,0.00331,0.74059,2.160756,0.456538,3.054881,0.362845,0,2.042595,0.080528,0,0,0.029092,0,0.034126,0,0.007152,0,0,0,0,0.502225,0,0,0,0,0,0,0,0,0.665988,0.122864,0,0,0,0,0,0,0,0,0,0,7.931632,0,0,0,0,good,cluster2
0.817981,0.944748,0.29397,0,0.843694,0.451716,0,0,0,0,0,0,0,0.002494,0.240275,0,0.343919,0,0,0,0,0.05449,0,0,0.050886,0,0.04147,1.298029,0.008539,0,0.787519,1.108935,0,0.30852,0,1.79668,0,0,0,0,0,0,0,0.185111,0,0,1.410164,0,0,1.303295,0,0,0,0,0,0,0,0,0,poor,cluster0
0,1.47517,0.644312,0.73908,0,0,0,0,0,0,0,0,0,0.004643,1.05325,3.072978,0,4.344582,0,0,2.904932,0.064905,0,0,0,0,0.043594,0,0.009934,0,0,0,0,0.660181,0,0,0,0,0,0,0,0,0,0.12799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0.724205,0,0.74482,0,0,0,0,0,0,0,0.937235,0,0,0.003664,0,0,0,0,0.596527,0,0,0.051215,0,0,0.111053,0,0.043408,0,0.003919,0,0,0,0,0.26047,0,0,0,2.861715,0,0,0,0,1.094903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.428992,0.956282,0.403051,0.423643,0,0.358054,1.009416,1.465162,0,0.872741,0.680819,0,0,0.002556,0,0,0.632976,0.785611,0.343401,0,0,0.064352,0,0,0.073793,0,0.035153,0,0.00736,0.736064,0.494689,0,0.909154,0.299889,0,0,0,0,0,1.706944,0,0.523137,0.79535,0.131504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0.308426,0.445299,0.393727,0.241374,0.480805,0.396305,0.312552,0,0.311294,0,0,0,0,0.001979,0,0,0.550221,1.311468,0.49378,0,0,0.070185,0,0,0.052079,0,0.030561,0,0.005685,0,0.355659,0,0,0.25169,0,1.023894,0,0,1.686424,0,0,0.596122,0,0.117608,0,0,0,3.321734,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.571326,0,0.47461,0.779261,1.221842,0.439076,0,0,0.319669,0,0,0,2.549181,0.002732,0,0,0.66859,1.526926,0.265689,1.712218,0,0.078913,0,0,0.059803,0,0.043108,0,0.008392,0,1.324067,1.077904,0,0,0,0,0,1.27459,0,0,0,0.641515,0,0.134949,0,0,0,0,0,1.266826,0,0,0,0,0,0,0,0,2.402594,poor,cluster3
0.213391,0,0.474881,0,0.586973,0.460393,0,0,0.389142,0,0,0,0,0.002542,0,0,0.350525,1.010155,0.646862,0,0,0.088509,0,0,0.062707,0,0.040544,0,0.007151,0,0.401323,0,0,0.243289,0,0,0,0,1.902948,0,0,0.67266,0,0.1415,0,0,0,4.055218,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster0
0.757604,0,0.600557,0.68889,1.08747,0.582234,0,0,0.492127,0,0,0,0,0.003386,0.619399,1.432147,0.886581,0,0.704632,0,1.983325,0.095885,0,0,0.084744,0,0.045954,0,0.009462,1.196921,0,0,0,0.487652,1.206082,0,0,0,2.406558,0,0,0,0,0.094542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.503653,0.842202,0.273851,0.382312,0.621199,0.31364,0.414541,0.601704,0.281119,0,0.204799,0,0.991118,0.001966,0.321673,0,0.460429,0.472644,0.391049,0,0.500889,0.061461,0,0,0.054031,0,0.027899,0,0.00543,0.701878,0.694855,0.742306,0,0.237338,0.70725,0,0,0,0,0,0,0,0.239252,0.114967,0,0,1.065856,0,0,0.98508,0,0,0,0,0,0,0,0.896929,0,fair,cluster3
0,0.906548,0.478733,0.870378,0,0.295876,1.008513,1.46385,0.442964,0,0.996488,0,0,0.003335,0.88365,2.102392,0,0,0.63424,0,2.659749,0.07038,0,0,0.080598,0,0.038328,0,0.00771,0,0,0,0,0.565986,2.17119,0,0,0,0,0,0,0,1.164124,0.124665,0,0,0,0,0,0,0,4.076825,0,0,0,4.076825,0,0,0,good,cluster2
0,1.767709,0.527029,0,1.908658,0.576939,0,0,0.589601,0,0,0,0,0.004059,0,0,0.778035,0,0,0,0,0.10618,2.972545,0,0.049579,0,0.044996,0,0.011406,0,1.411865,1.9881,0,0.270005,0,0,0,0,0,0,0,1.493054,0,0.104693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0,0,0.626187,0.71829,0,0,0,0,0.441986,0,1.154333,0,0,0.004822,1.291667,2.986534,0,0,0.734704,0,4.135935,0,0,0,0.093365,0,0.042368,0,0.004827,0,0,0,0,0.900613,2.515108,0,0,0,0,0,0,0,1.348522,0.12439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0.597705,0.761347,0.419612,0.76289,0,0.533288,0,0,0.372014,1.571621,0.613004,0,0,0.00306,0.342967,1.000647,0,0,0.390162,0,1.499258,0.053093,0,0,0.072635,0,0.039852,0,0.00769,0,0,0,0,0.340724,0,0,0,0,0,0,0,0,0.716128,0.132114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.297067,0.756798,0,0.379166,0,0.36185,0.778182,1.129526,0.233312,0,0.609342,0,0,0.002819,0,0,0,0,0,0,1.4903,0.077315,0,0,0.049285,0,0.036476,0,0.007645,0,0,0,0,0.268404,0,0,0,0,2.649146,0,0,0,0.711849,0.104072,0,0,0,0,0,0,0,0,0,0,0,0,3.361352,0,0,fair,cluster0
0.385946,0,0.479916,0.492609,1.339618,0.296608,0,0,0.444059,0,0.79165,2.402468,0,0.003413,0.648862,0,1.199977,0,0.635808,0,0,0.08652,0,0,0.088177,1.35943,0.047277,0,0.008355,0,0.725848,0.644869,1.333984,0.138811,0,0,0,0,0,0,2.427119,0,0.924827,0.1511,0,0,0,0,0,0,0,0,7.516468,0,0,0,0,3.467075,0,good,cluster3
0,1.630649,0.306737,0,1.201844,0,0,0,0,0,0,0,0,0.003504,0,0,0,0,0,0,0,0.097948,0,0,0.045735,0,0.053648,0,0.007496,0,0.82172,1.157095,0,0.394767,0,0,0,0,0,0,0,0,0,0.19315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
0,0,0.646129,0,1.854393,0,0,0,0.36142,0,0.943921,2.864571,0,0.004712,0.837035,0,1.511829,0,0.600782,0,0,0.081754,0,0,0.111845,0,0.061365,0,0.009165,0,0,0,0,0,0,0,0,0,0,0,2.893964,0,1.102713,0.203432,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13395,0,verygood,cluster1
0,0,0.293846,0.846746,0,0,0,0,0,0,0,0,0,0.004552,0.761332,0,0,0,0,0,0,0.121275,0,3.861518,0.069441,0,0.055815,0,0.009281,0,0,0,0,0.378176,0,0,0,0,0,0,0,0,0,0.092517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.595235,0.808542,0.292084,0.724974,0.985761,0.386591,0,0,0.395075,0,0.36754,0,2.244464,0.002486,0.205634,0,0.46651,0.848225,0,0,0,0.080337,1.78234,0,0.075024,0,0.039024,0,0.007685,0.794729,0.782467,1.101821,0,0.26404,0,0,0,0,0,0,0,0,0,0.146559,0,0,1.206857,0,0,1.115396,0,0,0,0,0,0,0,0,0,fair,cluster3
0.509704,1.052836,0,0,1.084768,0.303075,0,0,0.464589,0,0.641046,0,1.234946,0.002647,0.358656,1.046421,0.647795,0,0,0,0.989198,0.088406,0,0,0.073993,0,0.038283,0,0.007429,0,0.741673,1.044378,0,0.224807,0,0,0,0,0,0,0,0,0.748887,0.156246,2.564984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster0
0.519941,0.883055,0.385693,0.442423,0.476733,0.399585,0,0,0.382132,0.911429,0.355499,0,0,0.002579,0.397794,0.580305,0.661036,0.820436,0.226266,0,0.869464,0.082522,0,0,0.065037,0,0.034971,0,0.006425,0,0.516619,0.72747,0.949457,0.255389,0,0,0,0,0,1.782612,0,1.092654,0.415304,0.114925,0,1.598937,0,0,0,1.078855,0,0,0,0,0,0,0,0,0,poor,cluster3
0.519487,1.323427,0,0,0,0,0,0,0.646661,0,0,0,0,0.003836,0.59617,1.739395,0,0,0,0,0,0.116456,0,0,0.086185,0,0.024676,0,0.008912,0,0,0,0,0.296136,0,0,0,0,0,0,0,0,0,0.114825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster0
0.46177,0,0,0,0,0.562471,0,0,0,0,0.947179,0,0,0.003063,0,0,0.758524,0,0,0,0,0.133795,0,0,0.048335,0,0.034765,0,0.006278,0,0,0,0,0,0,0,0,0,0,0,0,1.455612,1.10652,0.236993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
